submitter_id.samples,cnv_vae_1,cnv_vae_2,cnv_vae_3,cnv_vae_4,cnv_vae_5,cnv_vae_6,cnv_vae_7,cnv_vae_8,cnv_vae_9,cnv_vae_10,cnv_vae_11,cnv_vae_12,cnv_vae_13,cnv_vae_14,cnv_vae_15,cnv_vae_16,cnv_vae_17,cnv_vae_18,cnv_vae_19,cnv_vae_20,cnv_vae_21,cnv_vae_22,cnv_vae_23,cnv_vae_24,cnv_vae_25,cnv_vae_26,cnv_vae_27,cnv_vae_28,cnv_vae_29,cnv_vae_30,cnv_vae_31,cnv_vae_32,label_cnv
TCGA-A2-A04Y-01,0.26936957,0.029658258,1.7897155,-1.1226728,-0.31010413,0.023406625,0.8095877,-1.1753201,0.05195242,1.2353227,-2.1511395,-0.1837637,0.2961257,1.1815176,0.062464446,-0.31986243,2.0664492,-0.7727744,-1.932267,-0.50825816,-0.12090192,0.8393934,-0.6685609,0.2790045,-0.32531726,-0.26474148,0.15311924,0.92350703,-0.47404125,1.3208363,0.33579096,-0.038096644,1
TCGA-A2-A0CK-01,0.43909714,-0.14954889,-2.5268838,-1.3293198,0.0940128,-1.69291,-0.8724131,-0.7515234,-1.4444034,-0.55986387,-0.23142587,1.0387702,1.1571605,-1.1698234,-0.43492457,-0.8210678,1.2783979,-0.24132615,-0.46284407,-0.26503548,0.4931599,-0.9825713,-1.6750553,1.732847,-0.15037394,1.2641028,0.084173545,-0.7798937,0.024852809,-2.1188974,-0.07971126,-0.32871333,0
TCGA-A2-A0CL-01,0.44130313,1.3403919,0.41291723,2.0383685,0.787073,0.21522735,1.0546857,1.3830345,-0.7809691,0.39093697,-0.057705164,-0.442926,-0.61511624,0.7221814,-1.4150329,-0.9979424,-0.11897963,0.5665093,-1.6143585,0.50492156,0.6501267,0.5536252,-0.61286455,-1.142262,-0.7531291,0.14864849,1.0106472,0.294006,0.7991339,-0.23287874,1.5500546,1.5393428,0
TCGA-A2-A0CM-01,-0.3743478,0.367988,-0.18378213,0.5231145,-0.38507766,0.76373607,0.09212888,2.708669,-0.8474412,-1.6005919,-0.8982237,-0.8682878,0.8862767,-0.79389095,0.83223724,-0.29364547,-0.16388671,1.5525335,0.1662888,0.3852709,0.26774487,-0.88798904,-1.4947885,1.2085501,-1.1699988,0.6887008,-1.9897664,1.6641881,-0.79511976,-0.47713584,-0.05537343,0.53196514,1
TCGA-A2-A0CO-01,3.1289008,-0.016251788,0.5214697,-0.94356245,-1.1342375,0.045480974,1.1367929,-1.7771037,0.57528025,1.3215818,0.0033915192,-0.6897032,-0.4055381,-1.4375273,0.31255025,-2.0119421,-0.00047135353,0.34983444,-0.09700087,1.546086,0.35461995,0.208209,1.4248034,-0.9520841,1.8252823,-0.8738719,-0.11170511,-1.5117149,-0.07233256,-0.38761213,-1.0128185,1.8147004,0
TCGA-A2-A0CP-01,-0.42156246,-0.042868353,0.7153487,0.28044468,-1.2193326,0.17452133,-0.30245507,-0.9761851,0.96014166,-0.16187096,0.74356997,1.382323,-1.0000237,0.17583647,-0.7185156,0.3992219,-0.3330331,0.7045747,0.842153,-0.6661713,-0.0044199526,0.29486305,-0.046691045,-0.2405693,-1.7234603,0.68643516,0.87291557,-0.094629526,0.5764038,0.1419196,-0.38667864,0.93165547,0
TCGA-A2-A0CQ-01,0.03601855,0.74021786,-2.1502388,-1.5717452,0.7447995,-1.3017665,-1.1938763,2.3965468,0.23828438,0.057000723,1.4251871,-0.083565235,-1.3469883,0.9759091,-0.43911567,-1.4552026,2.304734,-0.34921983,1.1967016,-0.8992635,-1.103893,2.06513,-0.44625172,0.030370448,-1.1875411,2.7452755,2.1077938,0.0909147,0.8533667,-1.346023,0.6708057,1.4050277,0
TCGA-A2-A0CR-01,-0.9100407,0.027395457,-1.6332145,1.379722,1.0622435,0.39396802,0.16556567,0.44567937,0.74814284,-1.6543458,-0.7941737,1.3392441,-0.1854171,-0.51618993,-0.15020332,-2.7638612,-0.94522035,0.23736441,-1.5392371,0.89295137,-0.2826536,-1.2007223,0.9338175,-2.8787813,-0.6926599,0.3743508,0.20441657,-0.24095485,1.730325,0.21906058,-1.2030444,-0.2288906,0
TCGA-A2-A0CS-01,-0.15235668,0.34897554,-0.83798337,-1.5729542,1.8806884,-1.7029846,-1.421123,-1.2253165,0.5539049,0.14078426,0.20450145,0.2478925,0.074259266,0.4369194,0.58746386,-1.3613404,0.6273024,0.35585964,1.1119472,0.8334405,-0.60298944,0.98471785,-1.6078062,0.88360304,0.52674544,1.0561368,-0.7838907,0.4536449,-0.7285812,-1.9171193,0.7819787,-0.119280994,0
TCGA-A2-A0CT-01,-0.97346634,-0.34452608,-1.7034754,-1.3604866,-1.1086955,-0.80754244,-1.6352549,1.4831858,0.30129582,0.48328373,-1.0072956,0.5197883,-0.25670597,1.2972738,0.79577994,1.90063,2.813969,2.1101007,0.5902251,-0.46953344,-1.5949785,0.5596635,-3.6235018,-1.4155004,1.0885615,0.544348,0.054601166,-0.86827576,1.0603491,-0.54722774,-0.5422809,-1.8531685,0
